source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,coursework_upward_transfer,coursework_accelerated,coursework_supplemental,coursework_additional_info,notes
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,56,342,445.004,LA,Louisiana State University School of Medicine in Shreveport,Louisiana State University School of Medicine in Shreveport,The Committee strongly prefers that BCPM coursework and any associated labs be completed in-person at the Senior College level.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,57,342,417.644,LA,Tulane University School of Medicine,Tulane University School of Medicine,TUSOM does not have required course work for admissions purposes. We accept courses taken at a community college.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,58,342,390.284,MA,Boston University Aram V. Chobanian & Edward Avedisian School of Medicine,Boston University Aram V. Chobanian & Edward Avedisian School of Medicine,We prefer coursework be taken at a four-year college or university. Other types of courses will be considered on a case by case basis.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,59,342,362.924,MA,Harvard Medical School,Harvard Medical School,Please review our website to see detailed information regarding our pre-requisites: https://hms.harvard.edu/education-admissions/md-program/admissions/preparing-apply/prerequisite-courses,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,60,342,305.644,MA,Tufts University School of Medicine,Tufts University School of Medicine,"Tufts University School of Medicine does not have a policy prohibiting applicants from taking prerequisite courses at community colleges. We understand that occasionally, circumstances lead applicants to complete coursework in a non-traditional manner (community college, online coursework, etc.). In these circumstances, we encourage you to discuss the reasons for your educational pathway on your application. Wherever possible, a student should choose the most rigorous possible academic preparation.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,61,342,278.283,MA,University of Massachusetts T.H. Chan School of Medicine,University of Massachusetts T.H. Chan School of Medicine,The preference is for required courses to be completed at a four-year university or college. Community college coursework is accepted on a case-by-case basis.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,62,342,157.067,MD,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,"The School of Medicine accepts prerequisites completed at the community college level. To be competitive in the selection process, we encourage prospective applicants with community college prerequisites to supplement these courses by taking advanced courses in related subjects at their four-year institution. Additional coursework we would accept is available for review on our website: https://www.hopkinsmedicine.org/som/education- programs/md-program/application-process/prerequisites-requirements-and-policies A holistic review process is used to select applicants to interview at Hopkins, and many factors are considered in this review. These factors include the rigor of the applicant ’ s course of studies, grades, MCAT scores, clinical and research exposure, letters of recommendation, personal statement, and the applicant ’ s understanding of medicine. In addition, we consider the path the applicants have taken, which led to their desire to apply to medical school and become a physician.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,63,342,126.067,MD,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Community college courses are accepted as long as the applicant possess a baccalaureate degree from a U.S. accredited university or college.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,64,342,98.707,MD,University of Maryland School of Medicine,University of Maryland School of Medicine,We accept coursework from community colleges including for pre-requisites.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,65,342,71.347,MI,Central Michigan University College of Medicine,Central Michigan University College of Medicine,"The CMU College of Medicine does accept coursework from a Community College, but highly recommends pre- requisite work and upper level science courses be taken at a four-year institution.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,66,410,472.364,MI,Michigan State University College of Human Medicine,Michigan State University College of Human Medicine,The College of Human Medicine accepts all coursework completed at a community college.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,67,410,436.395,MI,Oakland University William Beaumont School of Medicine,Oakland University William Beaumont School of Medicine,Applicants who use community college courses to meet prerequisite requirements are encouraged to show competency by taking higher level courses in these areas at a regionally accredited four-year institution in the United States or Canada. Community college coursework is reviewed on a case by case basis.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,68,410,409.035,MI,University of Michigan Medical School,University of Michigan Medical School,Community College coursework is accepted in conjunction with rigorous coursework at a four-year institution.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,69,410,381.675,MI,Wayne State University School of Medicine,Wayne State University School of Medicine,"View more, including premedical coursework policy information, at https://med-wayne- external.policystat.com/policy/17648219/latest/",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,70,410,354.315,MI,Western Michigan University Homer Stryker M.D. School of Medicine,Western Michigan University Homer Stryker M.D. School of Medicine,"WMed will accept all community college coursework. WMed does not have required coursework, rather coursework we recommend applicants have completed before matriculation.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,71,410,326.955,MN,Mayo Clinic Alix School of Medicine,Mayo Clinic Alix School of Medicine,We accept all coursework from an accredited college of university in the United State or Canada. This coursework must be provided on official school transcripts.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,72,410,299.595,MN,University of Minnesota Medical School,University of Minnesota Medical School,Some prerequisites from accredited community college(s) will be accepted. Please note that all upper-level courses must be completed at an accredited four year college or university in the U.S. or Canada.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,73,410,272.235,MO,Saint Louis University School of Medicine,Saint Louis University School of Medicine,"Regarding community college coursework, the Committee prefers (a) no more than 50% of undergraduate science coursework completed and/or (b) no post-baccalaureate redemptive work completed in this manner.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,74,410,244.875,MO,University of Missouri-Columbia School of Medicine,University of Missouri-Columbia School of Medicine,"We accept community college courses as long as they meet our general requirements. For specific questions regarding credit, reach out to the admissions office directly.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,75,410,217.515,MO,University of Missouri-Kansas City School of Medicine,University of Missouri-Kansas City School of Medicine,"We accept in-person and online courses in regard to our pre-requisites for our MD program, as long as you complete the courses from a regionally accredited and degree-awarding institution within the US.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,76,410,160.235,MO,Washington University in St. Louis School of Medicine,Washington University in St. Louis School of Medicine,"We accept courses taken at a community college, through a summer school or online, as long as the institution meets our accreditation requirements. WashU Medicine will only accept credits earned at (or appearing on a transcript from) a college or university that has been approved by a USDE-recognized institutional accrediting agency, institutions recognized by Universities Canada, or an American College Overseas as defined in the AMCAS Applicant Guide.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,77,410,92.299,MS,University of Mississippi School of Medicine,University of Mississippi School of Medicine,"Strong preference is given to applicants who will have completed all requirements for a baccalaureate degree prior to entering medical school. For those applicants applying with the minimum 90 acceptable semester hours, a maximum of 65 semester hours of credit from an accredited community college may be applied toward the minimum 90 acceptable semester hours required for admission. College graduates may complete additional post-baccalaureate coursework to satisfy prerequisites at any accredited U.S. college or university, regardless of the number of community college credit hours applied toward their completed undergraduate degree.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,78,484,421.132,NC,Brody School of Medicine at East Carolina University,Brody School of Medicine at East Carolina University,"We understand and appreciate the diverse educational pathways that individuals may pursue on their journey towards a career in medicine. Courses taken at the community college level completed during high school and/or a two-year transfer program will satisfy our prerequisites. However, the Admissions Committee does prefer that the bulk of the courses, particularly Biology, Chemistry, and Biochemistry courses, be taken at a four-year college or university. For college graduates seeking prerequisite course completion post graduation, we encourage completing prerequisite courses at a 4-year institution or pursuing graduate level science coursework. Courses take for AP credit and online courses cannot be used to meet prerequisite requirements.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,79,484,393.772,NC,Duke University School of Medicine,Duke University School of Medicine,Any courses that are taken at community colleges and accepted at your undergraduate institution will also be accepted.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,80,484,366.412,NC,Methodist University Cape Fear Valley Health School of Medicine,Methodist University Cape Fear Valley Health School of Medicine,N/A,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,81,484,319.787,NC,University of North Carolina at Chapel Hill School of Medicine,University of North Carolina at Chapel Hill School of Medicine,"If a prospective student is enrolled in ""early college"" or taking college courses online while in high school, and transferring to a four-year institution, these courses count toward the four-year degree. Please review the UNC School of Medicine Required courses on our website at: https://www.med.unc.edu/admit/requirements/academic-requirements/",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,82,484,292.427,NC,Wake Forest University School of Medicine,Wake Forest University School of Medicine,Community College work is considered. A bachelor's degree or higher is required by the time of matriculation.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,83,484,265.067,ND,University of North Dakota School of Medicine and Health Sciences,University of North Dakota School of Medicine and Health Sciences,"We do not have specific required prerequisite coursework. However, we do recommend courses to help prepare an applicant for the MCAT and the medical school curriculum.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,84,484,186.475,NE,Creighton University School of Medicine,Creighton University School of Medicine,"Creighton University School of Medicine has no defined prerequisite course requirements. However, as preparatory to the MCAT and a rigorous medical school curriculum, we recommend the following recent (past 3 years) coursework in an accredited 4-year college/university in the United States or Canada: Strong background in biology including introductory and advanced courses, e.g., physiology, immunology, and genetics. Strong background in chemistry including introductory and advanced courses, e.g., biochemistry. Additionally, coursework in English, humanities and statistics is strongly recommended. Minimum total coursework credits in biology, chemistry, physics, and math should be 40-45 hours.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,85,484,159.115,NE,University of Nebraska College of Medicine,University of Nebraska College of Medicine,Community college coursework is accepted.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,86,484,112.491,NH,Geisel School of Medicine at Dartmouth,Geisel School of Medicine at Dartmouth,"We value educational experiences from all institutions of higher learning. Our Admissions Committee understands that every applicant's path to medicine is different and unique, and that our choices are often determined by circumstance and necessity. Holistic review allows us to learn about your individual experience and takes into account distance-traveled for every applicant.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,87,484,85.131,NJ,Cooper Medical School of Rowan University,Cooper Medical School of Rowan University,Considered as part of holistic review.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,88,484,57.771,NJ,Hackensack Meridian School of Medicine,Hackensack Meridian School of Medicine,Pre-requisite coursework completed at U.S accredited community colleges will be accepted.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,89,552,472.364,NJ,Rutgers New Jersey Medical School,Rutgers New Jersey Medical School,"We accept the following community college science courses as fulfillment of premedical requirements: General Biology, and General Chemistry.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,90,552,436.396,NJ,"Rutgers, Robert Wood Johnson Medical School","Rutgers, Robert Wood Johnson Medical School","We accept community college coursework; however, we recommend that upper-level science coursework, such as biochemistry, be completed at a four-year university/college. We do accept candidates who have completed an associate's degree and transferred to complete their bachelor's degree.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,91,552,389.771,NM,University of New Mexico School of Medicine,University of New Mexico School of Medicine,"Prerequisite coursework may be taken at a community college as long as the courses completed meet our class and credit hour requirements. Please note: any accelerated or dual-credit coursework done during high school must be included, along with a letter grade, on official college transcripts. Please see https://hsc.unm.edu/medicine/education/md/admissions/apply/prerequisite-courses.html for more information.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,92,552,353.803,NV,Kirk Kerkorian School of Medicine at UNLV,Kirk Kerkorian School of Medicine at UNLV,"Prerequisites for medical school application may be taken at a community college but must be completed separately from high school credit/diploma application and must be less than 10 years old at the time of graduation with a grade of C- or higher. CLEP, AP, or Audit coursework is not accepted.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,93,552,307.179,NV,Roseman University College of Medicine,Roseman University College of Medicine,The Roseman University College of Medicine recognizes that applicants may follow different pathways in completing their bachelor ’ s degree or the prerequisite coursework needed to be a competitive applicant. The College will review all coursework to ensure passing grades and verify that the appropriate foundational material was covered. Coursework from all educational pathways will be considered.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,94,552,279.819,NV,"University of Nevada, Reno School of Medicine","University of Nevada, Reno School of Medicine","Lower division (100-200 level) prerequisite courses may be taken at any accredited college or university, including community or junior colleges.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,95,552,252.459,NY,Albany Medical College,Albany Medical College,"Must be from an accredited community college, preferably in the United States.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,96,552,225.099,NY,Albert Einstein College of Medicine,Albert Einstein College of Medicine,Applicants are encouraged to complete their science pre-requisites at a 4-year college.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,97,552,189.130,NY,Columbia University Vagelos College of Physicians and Surgeons,Columbia University Vagelos College of Physicians and Surgeons,Community college courses are accepted for students who transferred into a four-year institution. Community college credits are also accepted for students who have obtained a bachelor's degree and lack one or two of the required courses.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,98,552,153.162,NY,CUNY School of Medicine,CUNY School of Medicine,This is not applicable. The B.S./M.D. program enrollment is for high school students who apply during their senior year of high school. Community college credit may only be accepted if the student completed course work as a high school student.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,99,552,125.802,NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,The Zucker School of Medicine will accept recommended coursework taken at a community college.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,100,552,79.178,NY,Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,"Pre-requisite courses completed at the community college level or in an online format will be considered on a case-by-case basis. If these required courses are fulfilled with community college level coursework, it is recommended for applicants to complete additional higher-level courses in related subjects at a 4-year accredited institution.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,101,626,463.755,NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,"The Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo employs a mission-aligned review process. In addition to upward transfer, accelerated and supplemental pathways, community college coursework will be evaluated and assessed within the context of the applicant ’ s other attributes and experiences.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,102,626,436.395,NY,New York Medical College,New York Medical College,"NYMC will accept community college coursework that can be reviewed to strengthen an application, or to fulfill credits needed for prerequisites or to obtain a bachelor's degree.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,103,626,357.803,NY,NYU Grossman Long Island School of Medicine,NYU Grossman Long Island School of Medicine,"NYUGLISOM does not have specific pre-medical course requirements. However, applicants' demonstrated academic achievement in introductory and upper level science coursework is a significant factor in assessing their academic readiness for successfully navigating the rigor and pace of our three-year accelerated curriculum. We recognize that students may begin their undergraduate studies at a community college and the committee on admissions will consider candidates' performance in introductory coursework completed at these undergraduate programs. However, evidence of competence in upper level science coursework completed at a four-year institution is also expected.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,104,626,330.443,NY,NYU Grossman School of Medicine,NYU Grossman School of Medicine,We will accept coursework from community college together with rigorous coursework at four-year institution.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,105,626,303.083,NY,Renaissance School of Medicine at Stony Brook University,Renaissance School of Medicine at Stony Brook University,"We do accept coursework from community colleges, however, our expectations are that students complete the majority of their undergraduate coursework at a 4 year college or university.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,106,626,235.147,NY,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,State University of New York Upstate Medical University Alan and Marlene Norton College of Medicine,"Community College coursework shall be considered based on student's overall record. If a student is matriculated at an accredited four-year college or university, the Admissions Committee strongly recommends that all science prerequisites be completed at that institution. If a student begins college at an accredited two- year college and transfers to a competitive four-year college or university to complete their bachelor's degree, they must demonstrate continued academic excellence in any remaining prerequisite and/or upper-level science courses taken at the four-year institution.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,107,626,207.787,NY,SUNY Downstate Health Sciences University College of Medicine,SUNY Downstate Health Sciences University College of Medicine,Each pathway relative to community college course work is accepted,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,108,626,150.506,NY,University of Rochester School of Medicine and Dentistry,University of Rochester School of Medicine and Dentistry,"We accept all community college coursework for applicants who start their education at a junior college and then transfer to a four-year institution and for applicants who take supplemental coursework at a community college. For applicants who have earned community college course credit as a high school student through an accelerated program, we require the coursework be re-taken at your undergraduate institution or used to advanced into upper-level courses.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,109,626,123.146,NY,Weill Cornell Medicine,Weill Cornell Medicine,Information can be found on our website - https://teach.weill.cornell.edu/medical- education/admissions/selection-criteria-and-requirements,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,110,626,76.522,OH,Case Western Reserve University School of Medicine,Case Western Reserve University School of Medicine,"If ALL science pre-requisites were taken at a community college, we strongly recommend that you take at least a year of upper-level sciences from an accredited four-year degree granting university within the United States or Canada. If a few science pre-requisites were taken at a community college, we will evaluate them on a case-by- case basis.",,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,111,626,49.162,OH,Northeast Ohio Medical University,Northeast Ohio Medical University,Coursework is accepted if it is posted and verified in AMCAS.,,,,
aamc_msar_community_college_coursework,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/14_msar024-msar-community-college-coursework-information.pdf,112,694,472.364,OH,Ohio State University College of Medicine,Ohio State University College of Medicine,"We will accept coursework from a community college. We suggest the majority of pre-requisite coursework be taken at a four-year institution, when possible.",,,,
