school_id,school_name,degree_type,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,fetch_status,extraction_status,stats_cohort_year,metric_population,metric_type,mcat_value,mcat_metric,gpa_value,gpa_metric,science_gpa_value,evidence_text,source_publication_date,source_last_checked,data_confidence,review_status,notes
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/daytona/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/ftpierce/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/marianna/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/2018-annual-report,2018 Annual Report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2009-annual-report,2009 Annual Report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2010-annual-report,2010 Annual Report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2011-annual-report,2011 Annual Report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2012-annual-report,2012 Annual Report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2013-annual-report,2013 Annual Report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2014-annual-report,2014 annual report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2015-annual-report,2015 annual report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2016-annual-report,2016 annual report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2017-annual-report-0,2017 annual report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/newspubs/publications/2018-annual-report,2018 Annual Report | College of Medicine,annual_report,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/orlando/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/pensacola/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/sarasota/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/studentaffairs/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2027,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/tallahassee/directory/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,https://med.fsu.edu/thomasvilleprogram/student-profiles,Student Profiles | College of Medicine,class_profile,med.fsu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_frank_h_netter_md_school_of_medicine_at_quinnipiac_university_north_haven_connec,Frank H. Netter MD School of Medicine at Quinnipiac University,MD,https://www.qu.edu/schools/medicine/admissions.html,Apply for Admission | Frank H. Netter MD School of Medicine Quinnipiac University,class_profile,qu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_geisel_school_of_medicine_at_dartmouth_hanover_new_hampshire,Geisel School of Medicine at Dartmouth,MD,http://geiselmed.dartmouth.edu/admissions/,Geisel School of Medicine at Dartmouth,admissions_page,geiselmed.dartmouth.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_geisinger_commonwealth_school_of_medicine_scranton_pennsylvania,Geisinger Commonwealth School of Medicine,MD,https://tcmc.edu/admissions/md-admissions/,Geisinger Commonwealth School of Medicine,admissions_page,tcmc.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_geisinger_commonwealth_school_of_medicine_scranton_pennsylvania,Geisinger Commonwealth School of Medicine,MD,https://www.geisinger.edu/education/admissions/md-admissions/application-process,Letter requirement URL from normalized source table,admissions_page,geisinger.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,http://smhs.gwu.edu/academics/md-program/admissions,George Washington University School of Medicine and Health Sciences,admissions_page,smhs.gwu.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,http://smhs.gwu.edu/academics/md-program/admissions/student-profile,Student Profile | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile,Student Profile | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/abdelrhman-elnasseh,Youmna Jalkh | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2027,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/andrew-garcia,Thomas Hong | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/elizabeth-ghandakly,Trinity Rico | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2027,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/philip-parel,Philip Parel | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/tyler-bahoravitch,Avi Abrams | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2028,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,https://smhs.gwu.edu/academics/md-program/admissions/student-profile/walters-aji-tebung,Tabitha Demmissie | School of Medicine and Health Sciences,class_profile,smhs.gwu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2028,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_georgetown_university_school_of_medicine_washington_district_of_columbia,Georgetown University School of Medicine,MD,https://som.georgetown.edu/prospectivestudents/degrees/md,Doctor of Medicine (MD) Program | Medical Education | Georgetown University,class_profile,som.georgetown.edu,official_school_domain,1.00,fetched,accepted,,matriculated students,official_published_mean,513,mean,3.76,mean,,"sessions. M.D. Class Profile Click to View a Profile of the Entering Class Total Applications: 14,480 Applicants Interviewed: 1,053 Incoming Class Size: 203 Mean Overall GPA: 3.76 Mean MCAT Score: 513 Colleges & Universities Represented: 87 States Represented: 28 + the District of Columbia Countries Represented: 6 including the United States # Female/Male/Decline to State : 135 rmation about upcoming sessions. M.D. Class Profile Click to View a Profile of the Entering Class Total Applications: 14,480 Applicants Interviewed: 1,053 Incoming Class Size: 203 Mean Overall GPA: 3.76 Mean MCAT Score: 513 Colleges & Universities Represented: 87 States Represented: 28 + the District of Columbia Count",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_hackensack_meridian_school_of_medicine_nutley_new_jersey,Hackensack Meridian School of Medicine,MD,https://www.hmsom.org/admissions/requirements/,Letter requirement URL from normalized source table,admissions_page,hmsom.org,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,https://hms.harvard.edu/departments/admissions,Harvard Medical School,admissions_page,hms.harvard.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,https://meded.hms.harvard.edu/admissions-at-a-glance,Admissions at a Glance | Harvard Medical School,class_profile,meded.hms.harvard.edu,official_school_domain,1.00,fetched,accepted,2025,matriculated students,official_published_mean,520.4,average,3.9,average,,"m Strategies for Living Well Events & Programs Safety ENTERING CLASS OF 2025 Facts & Figures 7166 APPLICATIONS, 716 INTERVIEWS CLASS SIZE 165 PATHWAYS 135 HST 30 MD-PHD 15 AVERAGE MCAT BBFL 130.38 CARS 128.82 CPBS 130.28 PSBB 130.99 Total 520.48 14% BACKGROUNDS UNDERREPRESENTED IN MEDICINE AVERAGE GPA 3.9 AGES 21 TO 31 62 COLLEGES 31 STATES 9 COUNTRIES 57% FEMALE 42% MALE 1% DIFFERENT IDENTITY 72% SCIENCE MAJORS Addition 716 INTERVIEWS CLASS SIZE 165 PATHWAYS 135 HST 30 MD-PHD 15 AVERAGE MCAT BBFL 130.38 CARS 128.82 CPBS 130.28 PSBB 130.99 Total 520.48 14% BACKGROUNDS UNDERREPRESENTED IN MEDICINE AVERAGE GPA 3.9 AGES 21 TO 31 62 COLLEGES 31 STATES 9 COUNTRIES 57% FEMALE 42% MALE 1% DIFFERENT",,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. Selected latest shared cohort year 2025. Fetched reviewed assisted-search official URL even though the path is not stats-shaped.
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,https://meded.hms.harvard.edu/admissions-letters-evaluation,Letter requirement URL from normalized source table,admissions_page,meded.hms.harvard.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_harvard_medical_school_boston_massachusetts,Harvard Medical School,MD,https://www.hms.harvard.edu/md_phd/admissions/process.html,Letter requirement URL from normalized source table,admissions_page,hms.harvard.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/drug-facts-cigarettes,Drug Facts - Cigarettes | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/drug-facts-marijuana,Drug Facts - Marijuana | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/drug-facts-marijuana-0,drug facts-marijuana | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/drug-factscigarettes,drug facts_cigarettes | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/smoking-facts,Smoking Facts | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/tobacco-facts,Tobacco Facts | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,http://medicine.howard.edu/resources/tobacco-facts-0,Tobacco Facts | Howard University College of Medicine,school_homepage,medicine.howard.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_howard_university_college_of_medicine_washington_district_of_columbia,Howard University College of Medicine,MD,https://medicine.howard.edu/admissions,Admission & Aid | Howard University College of Medicine,class_profile,medicine.howard.edu,official_school_domain,1.00,fetched,rejected_minimum_requirement,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,Only rejected minimum/eligibility contexts found: minimum_requirement_context:eligibility; minimum_requirement_context:requirements; science_or_bcpm_gpa_context.
md_icahn_school_of_medicine_at_mount_sinai_new_york_new_york,Icahn School of Medicine at Mount Sinai,MD,http://icahn.mssm.edu/education/medical/admissions,Icahn School of Medicine at Mount Sinai,admissions_page,icahn.mssm.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/blogs/spirit-of-medicine/doctors-share-facts-to-promote-low-vision-awareness,Doctors share facts to promote low vision awareness Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/blogs/student-life/fast-facts-top-reasons-to-love-all-nine-campuses,Fast facts: Top reasons to love all nine campuses Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/education/md/admissions/,MD Admissions | MD Program | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/facts,Fact Sheet Indiana University School of Medicine Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,accepted,2029,matriculated students,official_published_mean,512.4,average,3.84,average,,"s. Learn more about the MD program . EDUCATION MD Class of 2029 7,822 Applications received 365 Students enrolled 190/175 Male/Female 321/44 In state/Out of state 3.84 Average GPA 512.4 Average MCAT EDUCATION Statewide Medical Student Body Bloomington 94 Evansville 99 Fort Wayne 89 Indianapolis 802 Muncie 62 Northwest Gary 86 South Bend 83 Terre Haute 79 West Lafayette 65 Tot successful careers. Learn more about the MD program . EDUCATION MD Class of 2029 7,822 Applications received 365 Students enrolled 190/175 Male/Female 321/44 In state/Out of state 3.84 Average GPA 512.4 Average MCAT EDUCATION Statewide Medical Student Body Bloomington 94 Evansville 99 Fort Wayne 89 Indianapolis 802 Munc",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/internal-medicine/annual-report,Annual Report | Internal Medicine | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/magazine/uncovering-the-stone-cold-facts,Uncovering the Stone Cold Facts Indiana University School of Medicine Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/news/2009/01/medical-myths-and-facts-spelled-out-in-mini-medical-school,Medical Myths and Facts Spelled Out in Mini Medical School Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,school_homepage,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/news/2013/03/ctsi-annual-report-announcement-2013,Indiana CTSI releases progress report to highlight growth Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/ophthalmology/news-events/annual-report,Annual Report | Ophthalmology | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report,Annual Report | Orthopaedic Surgery | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report/clinical-care,Clinical Care Update | Annual Report | Orthopaedic Surgery | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report/education,Education Update | Annual Report | Orthopaedic Surgery | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2020,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_indiana_university_school_of_medicine_indianapolis_indiana,Indiana University School of Medicine,MD,https://medicine.iu.edu/orthopaedic-surgery/news-events/annual-report/research,Research Update | Annual Report | Orthopaedic Surgery | IU School of Medicine Indiana University School of Medicine Contact Us Facebook Instagram LinkedIn Twitter Indiana University School of Medicine,annual_report,medicine.iu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_jacobs_school_of_medicine_and_biomedical_sciences_at_the_university_at_buffalo_b,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,MD,http://medicine.buffalo.edu/education/md/admissions.html,SUNY - Buffalo Jacobs School of Medicine and Biomedical Sciences,admissions_page,medicine.buffalo.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
