source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,address_lines,phone,fax,email,website,contact_raw,notes
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,1,4,581.410,AL,Frederick P. Whiddon College of Medicine at the University of South Alabama,Frederick P. Whiddon College of Medicine at the University of South Alabama,"College of Medicine Office of Admissions | CSAB 337 | Mobile , AL 36688 USA",(251) 460-7176,(251) 460-7176,fetherland@southalabama.edu,http://southalabama.edu/colleges/com,"College of Medicine Office of Admissions | CSAB 337 | Mobile , AL 36688 USA | phone: (251) 460-7176 | fax: (251) 460-7176 | email: fetherland@southalabama.edu | website: http://southalabama.edu/colleges/com",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,2,4,477.407,AL,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,"Admissions and Enrollment Management | VH 100 | Birmingham , AL 35294-0019 USA",(205) 934-2433,(205) 934-2433,medschool@uab.edu,https://www.uab.edu/medicine/admissions,"Admissions and Enrollment Management | VH 100 | Birmingham , AL 35294-0019 USA | phone: (205) 934-2433 | fax: (205) 934-2433 | email: medschool@uab.edu | website: https://www.uab.edu/medicine/admissions",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,3,4,386.446,AR,Alice L. Walton School of Medicine,Alice L. Walton School of Medicine,"Bentonville , AR 72712 USA",(479) 441-0064,() -,admissions@alwmed.org,https://www.alwmedschool.org/,"Bentonville , AR 72712 USA | phone: (479) 441-0064 | fax: () - | email: admissions@alwmed.org | website: https://www.alwmedschool.org/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,4,4,282.443,AR,University of Arkansas for Medical Sciences College of Medicine,University of Arkansas for Medical Sciences College of Medicine,"Office of the Dean | College of Medicine | Little Rock , AR 72205 USA",(501) 686-5354,(501) 686-5354,southtomg@uams.edu,http://www.medicine.uams.edu,"Office of the Dean | College of Medicine | Little Rock , AR 72205 USA | phone: (501) 686-5354 | fax: (501) 686-5354 | email: southtomg@uams.edu | website: http://www.medicine.uams.edu",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,5,4,191.482,AZ,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),"Tempe , AZ 85287-7805 USA",() -,() -,,https://medicine.asu.edu/,"Tempe , AZ 85287-7805 USA | phone: () - | fax: () - | website: https://medicine.asu.edu/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,6,4,87.479,AZ,University of Arizona College of Medicine,University of Arizona College of Medicine,"UA COM-Tucson Admissions | P.O. Box 245075 | Tucson , AZ 85724-5075 USA",(520) 626-6214,(520) 626-6214,admissions@medicine.arizona.edu,http://medicine.arizona.edu/admissions,"UA COM-Tucson Admissions | P.O. Box 245075 | Tucson , AZ 85724-5075 USA | phone: (520) 626-6214 | fax: (520) 626-6214 | email: admissions@medicine.arizona.edu | website: http://medicine.arizona.edu/admissions",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,7,8,581.410,AZ,University of Arizona College of Medicine - Phoenix,University of Arizona College of Medicine - Phoenix,"Office of Admissions and Recruitment | 435 North 5th Street | Phoenix , AZ 85004 USA",(602) 827-2005,(602) 827-2005,comphx-admissions@email.arizona.edu,http://phoenixmed.arizona.edu/,"Office of Admissions and Recruitment | 435 North 5th Street | Phoenix , AZ 85004 USA | phone: (602) 827-2005 | fax: (602) 827-2005 | email: comphx-admissions@email.arizona.edu | website: http://phoenixmed.arizona.edu/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,8,8,477.448,CA,California Northstate University College of Medicine,California Northstate University College of Medicine,"Office of Admission | Elk Grove , CA 95757 USA",(916) 686-7300,(916) 686-7300,COMadmissions@cnsu.edu,https://medicine.cnsu.edu/admissions/steps.php,"Office of Admission | Elk Grove , CA 95757 USA | phone: (916) 686-7300 | fax: (916) 686-7300 | email: COMadmissions@cnsu.edu | website: https://medicine.cnsu.edu/admissions/steps.php",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,9,8,386.486,CA,California University of Science and Medicine-School of Medicine,California University of Science and Medicine-School of Medicine,"San Bernardino , CA 92408 USA",(909) 490-5910,(909) 490-5910,Admissions@cusm.org,https://www.cusm.org/,"San Bernardino , CA 92408 USA | phone: (909) 490-5910 | fax: (909) 490-5910 | email: Admissions@cusm.org | website: https://www.cusm.org/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,10,8,295.484,CA,Charles R. Drew University of Medicine and Science College of Medicine,Charles R. Drew University of Medicine and Science College of Medicine,"1731 E. 120th Street | Los Angeles , CA 90059-3051 USA",(323) 563-9393,(323) 563-5918,medschool@cdrewu.edu,https://www.cdrewu.edu/cdumd,"1731 E. 120th Street | Los Angeles , CA 90059-3051 USA | phone: (323) 563-9393 | fax: (323) 563-5918 | email: medschool@cdrewu.edu | website: https://www.cdrewu.edu/cdumd",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,11,8,191.522,CA,Kaiser Permanente Bernard J. Tyson School of Medicine,Kaiser Permanente Bernard J. Tyson School of Medicine,"98 S. Los Robles Ave. | Pasadena , CA USA",(888) 576-3348,() -,,https://medschool.kp.org/admissions,"98 S. Los Robles Ave. | Pasadena , CA USA | phone: (888) 576-3348 | fax: () - | website: https://medschool.kp.org/admissions",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,12,8,87.560,CA,Keck School of Medicine of the University of Southern California,Keck School of Medicine of the University of Southern California,"Office of Admissions | Los Angeles , CA 90089-9020 USA",(323) 442-2552,(323) 442-2552,medadmit@usc.edu,https://keck.usc.edu/,"Office of Admissions | Los Angeles , CA 90089-9020 USA | phone: (323) 442-2552 | fax: (323) 442-2552 | email: medadmit@usc.edu | website: https://keck.usc.edu/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,13,10,581.409,CA,Loma Linda University School of Medicine,Loma Linda University School of Medicine,"Associate Dean for Admissions | School of Medicine | Loma Linda , CA 92350 USA",(909) 558-4467,(909) 558-4467,admissions.sm@llu.edu,https://medicine.llu.edu/admissions/medicine-md-program,"Associate Dean for Admissions | School of Medicine | Loma Linda , CA 92350 USA | phone: (909) 558-4467 | fax: (909) 558-4467 | email: admissions.sm@llu.edu | website: https://medicine.llu.edu/admissions/medicine-md-program",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,14,10,477.407,CA,Stanford University School of Medicine,Stanford University School of Medicine,"Office of MD Admissions | 300 Pasteur Drive, Alway M116 | Stanford , CA 94305-5328 USA",(650) 723-6861,(650) 723-6861,mdadmissions@stanford.edu,https://med.stanford.edu/md-admissions.html,"Office of MD Admissions | 300 Pasteur Drive, Alway M116 | Stanford , CA 94305-5328 USA | phone: (650) 723-6861 | fax: (650) 723-6861 | email: mdadmissions@stanford.edu | website: https://med.stanford.edu/md-admissions.html",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,15,10,386.445,CA,"University of California, Davis, School of Medicine","University of California, Davis, School of Medicine","Sacramento , CA 95817 USA",(916) 734-4800,(916) 734-4800,somadmissions@health.ucdavis.edu,http://www.ucdmc.ucdavis.edu/mdprogram/admissions/,"Sacramento , CA 95817 USA | phone: (916) 734-4800 | fax: (916) 734-4800 | email: somadmissions@health.ucdavis.edu | website: http://www.ucdmc.ucdavis.edu/mdprogram/admissions/",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,16,10,273.483,CA,"University of California, Irvine, School of Medicine","University of California, Irvine, School of Medicine","Office of Admissions and Outreach | Irvine , CA 92697 USA",(800) 824-5388,(800) 824-5388,medadmit@uci.edu,https://medschool.uci.edu/education/medical-education/medical-degree- program/admissions,"Office of Admissions and Outreach | Irvine , CA 92697 USA | phone: (800) 824-5388 | fax: (800) 824-5388 | email: medadmit@uci.edu | website: https://medschool.uci.edu/education/medical-education/medical-degree- program/admissions",
aamc_msar_main_campus_contact,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/01_msar023-msar-medical-school-main-campus-address-and-contact-information.pdf,17,10,169.481,CA,"University of California, Los Angeles David Geffen School of Medicine","University of California, Los Angeles David Geffen School of Medicine","David Geffen School of Medicine at UCLA | 885 Tiverton Drive | Los Angeles , CA 90095-7035 USA",(310) 825-6081,(310) 825-6081,somadmiss@mednet.ucla.edu,https://medschool.ucla.edu/,"David Geffen School of Medicine at UCLA | 885 Tiverton Drive | Los Angeles , CA 90095-7035 USA | phone: (310) 825-6081 | fax: (310) 825-6081 | email: somadmiss@mednet.ucla.edu | website: https://medschool.ucla.edu/",
