source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,out_of_state_applicants,canadian_applicants,international_applicants,daca_status_applicants,unmapped_label_value_text,notes
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,13,70,182.700,CA,Loma Linda University School of Medicine,Loma Linda University School of Medicine,"There is no preference between in-state or out-of-state applicants. | Preference for admission is given to academically -qualified, mission- aligned members of the Seventh-day Adventist Church.","Preference for admission is given to academically -qualified, mission- aligned members of the Seventh-day Adventist Church. | Preference for admission is given to academically-qualified, mission- aligned members of the Seventh-day Adventist Church.","Preference for admission is given to academically-qualified, mission- aligned members of the Seventh-day Adventist Church. | Preference for admission is given to academically-qualified, mission- aligned members of the Seventh-day Adventist Church.","Preference for admission is given to academically-qualified, mission- aligned members of the Seventh-day Adventist Church.",,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,14,70,100.539,CA,Stanford University School of Medicine,Stanford University School of Medicine,https://med.stanford.edu/md-admissions/academic-requirements.html | https://med.stanford.edu/md-admissions/academic-requirements.html,https://med.stanford.edu/md-admissions/academic-requirements.html | https://med.stanford.edu/md-admissions/academic-requirements.html,https://med.stanford.edu/md-admissions/academic-requirements.html | https://med.stanford.edu/md-admissions/academic-requirements.html,https://med.stanford.edu/md-admissions/academic-requirements.html,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,15,128,602.501,CA,"University of California, Davis, School of Medicine","University of California, Davis, School of Medicine",Recommend strong ties to California | Recommend strong ties to California,Recommend strong ties to California | Recommend strong ties to California,Recommend strong ties to California | We do not consider immigration status in the evaluation of applicants for our pathway programs or medical school admissions.,We do not consider immigration status in the evaluation of applicants for our pathway programs or medical school admissions.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,16,128,527.621,CA,"University of California, Irvine, School of Medicine","University of California, Irvine, School of Medicine",All applicants,,Must submit DACA documentation,Must submit DACA documentation,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,17,128,452.741,CA,"University of California, Los Angeles David Geffen School of Medicine","University of California, Los Angeles David Geffen School of Medicine","Yes, all applicants. | Must be a United States permanent resident.",Must be a United States permanent resident. | Must be a United States permanent resident.,"Must be a United States permanent resident. | Yes, all applicants.","Yes, all applicants.",,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,18,128,345.301,CA,"University of California, Riverside School of Medicine","University of California, Riverside School of Medicine",Out of state applicants will be considered on a case-by-case basis; Applicants will be considered only if they have demonstrated strong ties to inland southern California,,The California Dream Act passed in 2011 gives undocumented DACA (AB540 eligibility students) access to state financial aid and institutional and privately-funded scholarships.,The California Dream Act passed in 2011 gives undocumented DACA (AB540 eligibility students) access to state financial aid and institutional and privately-funded scholarships.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,19,128,230.580,CA,"University of California, San Diego School of Medicine","University of California, San Diego School of Medicine","All applicants | Coursework from Canadian universities is accepted. Applicants still must meet our criteria re: citizenship as detailed in the ""International Applicants"" section","Coursework from Canadian universities is accepted. Applicants still must meet our criteria re: citizenship as detailed in the ""International Applicants"" section | The UCSD SOM will consider applicants from US citizens, permanent residents of the US (green card), and DACA recipients. Applicants that do not satisfy one of these requirements won't be considered","The UCSD SOM will consider applicants from US citizens, permanent residents of the US (green card), and DACA recipients. Applicants that do not satisfy one of these requirements won't be considered | https://medschool.ucsd.edu/admissions/Pages/Application- Process.aspx",https://medschool.ucsd.edu/admissions/Pages/Application- Process.aspx,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,20,128,155.700,CA,"University of California, San Francisco, School of Medicine","University of California, San Francisco, School of Medicine","Yes, all applicants",,"Yes, all applicants","Yes, all applicants",,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,21,128,80.820,CO,University of Colorado School of Medicine,University of Colorado School of Medicine,CUSOM accepts out of state applicants. | CUSOM accepts Canadian applicants.,CUSOM accepts Canadian applicants. | CUSOM accepts international applicants.,CUSOM accepts international applicants. | CUSOM accepts DACA applicants.,CUSOM accepts DACA applicants.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,22,186,578.941,CT,Frank H. Netter MD School of Medicine at Quinnipiac University,Frank H. Netter MD School of Medicine at Quinnipiac University,All applicants | Must be a U.S. permanent resident or be in possession of a green card at the time of application for an application to be considered.,Must be a U.S. permanent resident or be in possession of a green card at the time of application for an application to be considered. | Must be a U.S. permanent resident or be in possession of a green card at the time of application for an application to be considered.,Must be a U.S. permanent resident or be in possession of a green card at the time of application for an application to be considered. | The Office of Admissions will communicate with DACA applicants to determine if Netter would be an appropriate fit. Applicants are welcome to reach out to admissions at medicine@qu.edu.,The Office of Admissions will communicate with DACA applicants to determine if Netter would be an appropriate fit. Applicants are welcome to reach out to admissions at medicine@qu.edu.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,23,186,504.061,CT,University of Connecticut School of Medicine,University of Connecticut School of Medicine,All applicants | All applicants,All applicants | All applicants,All applicants | All applicants,All applicants,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,24,186,421.900,CT,Yale School of Medicine,Yale School of Medicine,All applicants. | All applicants.,All applicants. | All applicants.,All applicants. | Accepted DACA status applicants are eligible to receive need-based financial aid from Yale School of Medicine.,Accepted DACA status applicants are eligible to receive need-based financial aid from Yale School of Medicine.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,25,186,314.460,DC,George Washington University School of Medicine & Health Sciences,George Washington University School of Medicine & Health Sciences,No geographic preferences. | Evaluated like US citizens and US Permanent residents.,Evaluated like US citizens and US Permanent residents. | Must have US or Canadian undergraduate degree and non-private sponsorship in addition to other requirements. https://smhs.gwu.edu/imp/programs/international-scholars/md- program-international-students,Must have US or Canadian undergraduate degree and non-private sponsorship in addition to other requirements. https://smhs.gwu.edu/imp/programs/international-scholars/md- program-international-students | Must have or be about to earn a US or Canadian undergraduate degree.,Must have or be about to earn a US or Canadian undergraduate degree.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,26,186,239.580,DC,Georgetown University School of Medicine,Georgetown University School of Medicine,We accept out-of-state students | https://som.georgetown.edu/admissions/degrees-and-admissions/md/,https://som.georgetown.edu/admissions/degrees-and-admissions/md/ | https://som.georgetown.edu/admissions/degrees-and-admissions/md/,https://som.georgetown.edu/admissions/degrees-and-admissions/md/ | DACA recipients are eligible to apply.,DACA recipients are eligible to apply.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,27,186,157.419,DC,Howard University College of Medicine,Howard University College of Medicine,There are no restrictions on out of state applicants. | We accept a limited number of Canadian applicants.,We accept a limited number of Canadian applicants. | We accept a limited number of International applicants. Scholarships are not available in first year.,We accept a limited number of International applicants. Scholarships are not available in first year. | We evaluate DACA applicants on a limited basis.,We evaluate DACA applicants on a limited basis.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,28,186,75.259,FL,Charles E. Schmidt College of Medicine at Florida Atlantic University,Charles E. Schmidt College of Medicine at Florida Atlantic University,30% of the class will be out-of -state applicants. | Must at least be a permiment resident of the US in order to be considered for admissions.,Must at least be a permiment resident of the US in order to be considered for admissions.,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,29,244,609.782,FL,Florida International University Herbert Wertheim College of Medicine,Florida International University Herbert Wertheim College of Medicine,All applicants considered,,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,30,244,518.621,FL,Florida State University College of Medicine,Florida State University College of Medicine,"Out-of-state applicants are considered for admission if their county of residence is geographically contiguous with the State of Florida, or if they demonstrate significant ties to Florida.",,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,31,244,443.741,FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,"Yes, all applicants accepted from out-of-state.",,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,32,244,352.581,FL,University of Central Florida College of Medicine,University of Central Florida College of Medicine,Up to 35% of each class is accepted from out-of-state. | Applicant must be a U.S. Citizen. Degrees accepted from some Canadian institutions and will be at the discretion of the Office of Admissions.,Applicant must be a U.S. Citizen. Degrees accepted from some Canadian institutions and will be at the discretion of the Office of Admissions.,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,33,244,270.421,FL,University of Florida College of Medicine,University of Florida College of Medicine,All applicants | Must be permanent legal residents of the U.S. U.S. citizens or permanent residents who attend Canadian university are eligible.,Must be permanent legal residents of the U.S. U.S. citizens or permanent residents who attend Canadian university are eligible.,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,34,244,173.700,FL,University of Miami Leonard M. Miller School of Medicine,University of Miami Leonard M. Miller School of Medicine,Out-of-state applicants welcome | Must be U.S Citizen or Permanent Resident of the US at time of application.,Must be U.S Citizen or Permanent Resident of the US at time of application. | Must be U.S Citizen or Permanent Resident of the US at time of application.,Must be U.S Citizen or Permanent Resident of the US at time of application. | DACA applicants are encouraged to apply and will be assisted through the Office of Belonging and Inclusive Excellence.,DACA applicants are encouraged to apply and will be assisted through the Office of Belonging and Inclusive Excellence.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,35,244,98.820,FL,USF Health Morsani College of Medicine,USF Health Morsani College of Medicine,All applicants | Case-by-case,Case-by-case | Case-by-case,Case-by-case | Case-by-case,Case-by-case,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,36,302,560.941,GA,Emory University School of Medicine,Emory University School of Medicine,"Out-of-state applicants are eligible for admission. | Canadian applicants are eligible for admission. Canadian applicants are considered ""International"" applicants and are not eligible for need- based financial aid.","Canadian applicants are eligible for admission. Canadian applicants are considered ""International"" applicants and are not eligible for need- based financial aid. | International applicants are eligible for admission. If your undergrad degree is from abroad, all science requirements must be completed at a regionally accredited institution in the US or Canada.","International applicants are eligible for admission. If your undergrad degree is from abroad, all science requirements must be completed at a regionally accredited institution in the US or Canada. | Emory welcomes applications from all persons, regardless of citizenship or visa status. Citizenship is not used to determine selection for an interview or for acceptance.","Emory welcomes applications from all persons, regardless of citizenship or visa status. Citizenship is not used to determine selection for an interview or for acceptance.",,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,37,302,478.780,GA,Medical College of Georgia at Augusta University,Medical College of Georgia at Augusta University,Out-of-State students represent approximately 5% (maximum) of the incoming class.,,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,38,302,403.900,GA,Mercer University School of Medicine,Mercer University School of Medicine,,,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,39,302,329.020,GA,Morehouse School of Medicine,Morehouse School of Medicine,Must be a United States citizen or hold permanent residency status | Must be a United States citizen or hold permanent residency status,Must be a United States citizen or hold permanent residency status,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,40,302,237.860,GA,University of Georgia School of Medicine,University of Georgia School of Medicine,"We encourage out-of-state applicants who are mission-aligned, knowledgeable about Georgia ’ s communities and healthcare needs, and committed to serving the people of Georgia.",,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,41,302,162.980,HI,"University of Hawaii, John A. Burns School of Medicine","University of Hawaii, John A. Burns School of Medicine",See JABSOM admissions webpages for more details. | See JABSOM admissions webpages for more details.,See JABSOM admissions webpages for more details. | See JABSOM admissions webpages for more details.,See JABSOM admissions webpages for more details. | See JABSOM admissions webpages for more details.,See JABSOM admissions webpages for more details.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,42,302,88.100,IA,University of Iowa Roy J. and Lucille A. Carver College of Medicine,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Carver accepts nonresident applications,,,,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,43,360,602.502,IL,Carle Illinois College of Medicine,Carle Illinois College of Medicine,Out-of-state applicants are considered equally with in-state applicants | x,x | x,x | x,x,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,44,360,520.341,IL,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Medical School at Rosalind Franklin University of Medicine & Science,"Must be a US Citizen, US Permanent Resident or have DACA status at time of application to be considered.",,Must have DACA Status at the time of application to be considered.,Must have DACA Status at the time of application to be considered.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,45,360,423.620,IL,Loyola University Chicago Stritch School of Medicine,Loyola University Chicago Stritch School of Medicine,We are a private institution and accept applications from any state without quotas. | Canadian applicants must be either permanent residents in the U.S. or have dual citizenship in U.S.,"Canadian applicants must be either permanent residents in the U.S. or have dual citizenship in U.S. | Permanent residents, adjusted statuses, and asylee/refugee statuses are considered on a case by case basis in our pool.","Permanent residents, adjusted statuses, and asylee/refugee statuses are considered on a case by case basis in our pool. | http://ssom.luc.edu/daca/",http://ssom.luc.edu/daca/,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,46,360,316.180,IL,Northwestern University The Feinberg School of Medicine,Northwestern University The Feinberg School of Medicine,All applicants | All applicants,"All applicants | International students are ineligible for most federal assistance programs, and thus must secure private funding through a participating lender with a US-based co-signer.","International students are ineligible for most federal assistance programs, and thus must secure private funding through a participating lender with a US-based co-signer. | Students with DACA status are ineligible for most federal assistance programs, and thus must secure private funding through a participating lender with a US-based co-signer.","Students with DACA status are ineligible for most federal assistance programs, and thus must secure private funding through a participating lender with a US-based co-signer.",,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,47,360,194.179,IL,Rush Medical College of Rush University Medical Center,Rush Medical College of Rush University Medical Center,"Applications are accepted from both in-state and out-of-state applicants. | Each applicant must be a U.S. citizen, U.S. permanent resident, or of Deferred Action for Childhood Arrivals (DACA), refugee, or asylee status.","Each applicant must be a U.S. citizen, U.S. permanent resident, or of Deferred Action for Childhood Arrivals (DACA), refugee, or asylee status. | RMC welcomes applicants who are U.S. permanent residents or are of Deferred Action for Childhood Arrivals (DACA), asylee or refugee status.","RMC welcomes applicants who are U.S. permanent residents or are of Deferred Action for Childhood Arrivals (DACA), asylee or refugee status. | RMC welcomes applicants of Deferred Action for Childhood Arrivals (DACA) status.",RMC welcomes applicants of Deferred Action for Childhood Arrivals (DACA) status.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,48,360,112.018,IL,Southern Illinois University School of Medicine,Southern Illinois University School of Medicine,,,Must be an Illinois resident Illinois resident with Deferred Action for Childhood Arrivals (DACA) status.,Must be an Illinois resident Illinois resident with Deferred Action for Childhood Arrivals (DACA) status.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,49,410,602.501,IL,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,"As a private institution, there is no difference in our evaluation or preference for in- and out-of-state applicants. | We accept applications from Canadian applicants.",We accept applications from Canadian applicants. | We accept applications from international applicants.,We accept applications from international applicants. | We accept applications from DACA applicants.,We accept applications from DACA applicants.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,50,410,498.500,IL,University of Illinois College of Medicine,University of Illinois College of Medicine,Admission criteria are the same for in-state and out-of-state applicants. | We accept Canadian applicants. Please see the UI COM website for additional details.,We accept Canadian applicants. Please see the UI COM website for additional details. | We accept International applicants. Please see the UI COM website for additional details.,We accept International applicants. Please see the UI COM website for additional details. | We accept applicants with DACA status. Please see the UI COM website for additional details.,We accept applicants with DACA status. Please see the UI COM website for additional details.,,
aamc_msar_applications_accepted,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/06_msar012-applications-accepted-information.pdf,51,410,416.340,IN,Indiana University School of Medicine,Indiana University School of Medicine,Acceptance offers for out of state applicants represents 20% of the entering class. | Must have US permanent resident status.,Must have US permanent resident status.,,,,
